Index,Names in References,SMILES,SMILES withous Bridge Linkers,Scaffolds,Kinase Targets,Types,Binding Affinities,References
MKI-416,5a,O=C(N1)NC2=CC(Cl)=CC=C2OCCCCCOC3=CN=CC1=N3,O=C(NC1=NC=CN=C1)NC2=CC(Cl)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,10,10.1021/jm061247v
MKI-417,5b,O=C(N4)NC5=CC(Cl)=CC=C5OCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,7,10.1021/jm061247v
MKI-418,5c,O=C(N1)NC2=CC(Cl)=CC=C2OCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,6,10.1021/jm061247v
MKI-419,5d,O=C(N4)NC5=CC(Cl)=CC=C5OCCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,28,10.1021/jm061247v
MKI-420,15,O=C(N1)NC2=CC(Cl)=C(O)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,6,10.1021/jm061247v
MKI-421,16a,O=C(N1)NC2=CC(Cl)=C(OCCCO)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCCO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1021/jm061247v
MKI-422,16b,O=C(N4)NC5=CC(Cl)=C(OCCCN)C=C5OCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCCN)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,1,10.1021/jm061247v
MKI-423,16c,O=C(N1)NC2=CC(Cl)=C(OCC(O)CO)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCC(O)CO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,3,10.1021/jm061247v
MKI-424,16d,O=C(N4)NC5=CC(Cl)=C(OCCO)C=C5OCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,6,10.1021/jm061247v
MKI-425,16e,O=C(N1)NC2=CC(Cl)=C(OCCOC)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCOC)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,5,10.1021/jm061247v
MKI-426,16f,O=C(N4)NC5=CC(Cl)=C(OCCOCCOC)C=C5OCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCOCCOC)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,9,10.1021/jm061247v
MKI-427,16g,O=C(N1)NC2=CC(Cl)=C(OCCN(C)C)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCN(C)C)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,1,10.1021/jm061247v
MKI-428,16j,O=C(N4)NC5=CC(Cl)=C(OCC)C=C5OCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCC)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,6,10.1021/jm061247v
MKI-429,16k,O=C(N1)NC2=CC(Cl)=C(OC(C)C)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OC(C)C)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,13,10.1021/jm061247v
MKI-430,16l,O=C(N4)NC5=CC(Cl)=C(OCC6=CC=NC=C6)C=C5OCCCCCOC7=C(C#N)N=CC4=N7,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCC3=CC=NC=C3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,12,10.1021/jm061247v
MKI-431,16m,O=C(N1)NC2=CC(Cl)=C(OCC3=CN=CC=C3)C=C2OCCCCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCC3=CN=CC=C3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,9,10.1021/jm061247v
MKI-432,16n,O=C(N5)NC6=CC(Cl)=C(OCC7=NC=CC=C7)C=C6OCCCCCOC8=C(C#N)N=CC5=N8,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCC3=NC=CC=C3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,63,10.1021/jm061247v
MKI-433,16o,O=C(N1)NC2=CC(Cl)=C(OCCN3C=CN=C3)C=C2OCCCCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(OCCN3C=CN=C3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,3,10.1021/jm061247v
MKI-434,5f,O=C(N1)NC2=CC(Cl)=C(N)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(N)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,3,10.1021/jm061247v
MKI-435,17a,O=C(N1)NC2=CC(Cl)=C(NC)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1021/jm061247v
MKI-436,17b,O=C(N4)NC5=CC(Cl)=C(NCC)C=C5OCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCC)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,4,10.1021/jm061247v
MKI-437,17c,O=C(N1)NC2=CC(Cl)=C(NC(C)(C)C)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC(C)(C)C)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,15,10.1021/jm061247v
MKI-438,17d,O=C(N4)NC5=CC(Cl)=C(NCCO)C=C5OCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCCO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1021/jm061247v
MKI-439,17e,O=C(N1)NC2=CC(Cl)=C(NC(C)C)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC(C)C)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,11,10.1021/jm061247v
MKI-440,17f,O=C(N4)NC5=CC(Cl)=C(NCC(C)C)C=C5OCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCC(C)C)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,17,10.1021/jm061247v
MKI-441,17g,O=C(N1)NC2=CC(Cl)=C(NCC3=CN=CC=C3)C=C2OCCCCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCC3=CN=CC=C3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,12,10.1021/jm061247v
MKI-442,17h,O=C(N5)NC6=CC(Cl)=C(NCC7=CC=NC=C7)C=C6OCCCCCOC8=C(C#N)N=CC5=N8,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCC3=CC=NC=C3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,13,10.1021/jm061247v
MKI-443,17i,O=C(N1)NC2=CC(Cl)=C(NCC3=CC=CC=C3)C=C2OCCCCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCC3=CC=CC=C3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,266,10.1021/jm061247v
MKI-444,17j,O=C(N5)NC6=CC(Cl)=C(NCC7=CNC=N7)C=C6OCCCCCOC8=C(C#N)N=CC5=N8,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCC3=CNC=N3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,231,10.1021/jm061247v
MKI-445,17k,O=C(N1)NC2=CC(Cl)=C(NCC3=CN=CS3)C=C2OCCCCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCC3=CN=CS3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,6,10.1021/jm061247v
MKI-446,17l,O=C(N5)NC6=CC(Cl)=C(NCC7=CN=CO7)C=C6OCCCCCOC8=C(C#N)N=CC5=N8,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCC3=CN=CO3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,7,10.1021/jm061247v
MKI-447,17m,O=C(N1)NC2=CC(Cl)=C(NCC3=CSC=C3)C=C2OCCCCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCC3=CSC=C3)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,162,10.1021/jm061247v
MKI-448,17n,O=C(N5)NC6=CC(Cl)=C(NCC7=CN=CN7C)C=C6OCCCCCOC8=C(C#N)N=CC5=N8,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NCC3=CN=CN3C)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1021/jm061247v
MKI-449,18a,O=C(N1)NC2=CC(Cl)=C(NC(C)=O)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC(C)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,7,10.1021/jm061247v
MKI-450,18b,O=C(N4)NC5=CC(Cl)=C(NC(CN(C)C)=O)C=C5OCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC(CN(C)C)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,1,10.1021/jm061247v
MKI-451,18c,O=C(N1)NC2=CC(Cl)=C(NC(CCNC3CCCC3)=O)C=C2OCCCCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NC(CCNC3CCCC3)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1021/jm061247v
MKI-452,18d,O=C(N5)NC6=CC(Cl)=C(NS(C)(=O)=O)C=C6OCCCCCOC7=C(C#N)N=CC5=N7,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(NS(C)(=O)=O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,15,10.1021/jm061247v
MKI-453,19a,O=C(N1)NC2=CC(Cl)=C(N(C)C)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(N(C)C)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,7,10.1021/jm061247v
MKI-454,19b,O=C(N4)NC5=CC(Cl)=C(N(CC)CC)C=C5OCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(N(CC)CC)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,248,10.1021/jm061247v
MKI-455,19c,O=C(N1)NC2=CC(Cl)=C(N(CCO)CCO)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(N(CCO)CCO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,4,10.1021/jm061247v
MKI-456,19d,O=C(N4)NC5=CC(Cl)=C(N6CCCCC6)C=C5OCCCCCOC7=C(C#N)N=CC4=N7,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(N3CCCCC3)C=C2,C1CCN(CC1)c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,139,10.1021/jm061247v
MKI-457,21a,O=C(N1)NC2=CC(Cl)=C(C#CCO)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(C#CCO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,10,10.1021/jm061247v
MKI-458,21b,O=C(N4)NC5=CC(Cl)=C(C#CC(C)O)C=C5OCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(C#CC(C)O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,26,10.1021/jm061247v
MKI-459,21c,O=C(N1)NC2=CC(Cl)=C(C#CC(C)(C)O)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(C#CC(C)(C)O)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,109,10.1021/jm061247v
MKI-460,21d,O=C(N4)NC5=CC(Cl)=C(C#CCN(CC)CC)C=C5OCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(C#CCN(CC)CC)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,2,10.1021/jm061247v
MKI-461,22,O=C(N1)NC2=CC(Cl)=C(CCCO)C=C2OCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(CCCO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,5,10.1021/jm061247v
MKI-462,Compound1,FC1=CC=C2C([C@@H](C)OC3=C(N)N=CC(C4=C(CN(C)C2=O)N(CCO)N=C4C)=N3)=C1Cl,FC1=CC=CC([C@@H](C)OC2=C(N)N=CC(C3=CN(CCO)N=C3C)=N2)=C1Cl,c1ccc(cc1)COc1cncc(n1)c1c[nH]nc1,Axl/Mer (Ki(nM)),Type-I,0.13/<0.05,10.1074/jbc.M116.771485
MKI-463,24,O=C(N4)NC5=CC(Cl)=C(CC(O)CO)C=C5OCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=C(CC(O)CO)C=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,5,10.1021/jm061247v
MKI-464,Compound 22,O=C(O)C[C@@H]1C[C@H](OCCCCO2)CN1C3=NC4=C(C#N)C=NN4C(NC5=CC(CCC(N6)=O)=C6C2=C5)=C3,O=C(O)C[C@@H]1CCCN1C2=NC3=C(C#N)C=NN3C(NC4=CC(CCC(N5)=O)=C5C=C4)=C2,C1CCN(C1)c1cc(Nc2ccc3c(c2)CCCN3)n2c(n1)ccn2,CK2(IC50 (nM)),Type-I,400,10.1021/acs.jmedchem.7b00359
MKI-465,Compound 29,O=C(O)C[C@@H]1C[C@H](OC/C=C/CO2)CN1C3=NC4=C(C#N)C=NN4C(NC5=CC(CCC(N6CC7CC(F)(F)C7)=O)=C6C2=C5)=C3,O=C(O)C[C@@H]1CCCN1C2=NC3=C(C#N)C=NN3C(NC4=CC(CCC(N5CC6CC(F)(F)C6)=O)=C5C=C4)=C2,C1CCN(C1)c1cc(Nc2ccc3c(c2)CCCN3)n2c(n1)ccn2,CK2(IC50 (nM)),Type-I,160,10.1021/acs.jmedchem.7b00359
MKI-466,Compound 6,BrC(C=N1)=C(NCCCNS2(=O)=O)N=C1NC3=CC2=CC=C3,BrC(C=N1)=CN=C1NC2=CC=CC=C2,c1ccc(cc1)Nc1ncccn1,CDK1/CDK2/VEGFR-2(IC50 (nM)),Type-I,20/140/40,10.1002/cmdc.200600199
MKI-467,Compound 7,BrC(C=N4)=C(NCCCCO5)N=C4NC6=CC5=C(S(N)(=O)=O)C=C6,BrC(C=N1)=CN=C1NC2=CC=C(S(N)(=O)=O)C=C2,c1ccc(cc1)Nc1ncccn1,CDK1/CDK2/VEGFR-2(IC50 (nM)),Type-I,80/130/140,10.1002/cmdc.200600199
MKI-468,Compound 24,BrC(C=N1)=C(NCCCNS2(=O)=O)N=C1NC3=CC2=CC([N+]([O-])=O)=C3,BrC(C=N1)=CN=C1NC2=CC=CC([N+]([O-])=O)=C2,c1ccc(cc1)Nc1ncccn1,CDK1/CDK2/VEGFR-2(IC50 (nM)),Type-I,16/40/11,10.1002/cmdc.200600199
MKI-469,Compound 25,BrC(C=N4)=C(NCCCNS5(=O)=O)N=C4NC6=CC5=CC(N)=C6,BrC(C=N1)=CN=C1NC2=CC=CC(N)=C2,c1ccc(cc1)Nc1ncccn1,CDK1/CDK2/VEGFR-2(IC50 (nM)),Type-I,28/11/69,10.1002/cmdc.200600199
MKI-470,Compound 29,BrC(C=N1)=C(NCCCNS2(=O)=O)N=C1NC3=CSC2=C3,BrC(C=N1)=CN=C1NC2=CSC=C2,c1cnc(nc1)Nc1cscc1,CDK1/CDK2/VEGFR-2(IC50 (nM)),Type-I,15/28/540,10.1002/cmdc.200600199
MKI-471,Compound 34,BrC(C=N4)=C(OCCCNS5(=O)=O)N=C4NC6=CC5=CC=C6,BrC(C=N1)=CN=C1NC2=CC=CC=C2,c1ccc(cc1)Nc1ncccn1,CDK1/CDK2/VEGFR-2(IC50 (nM)),Type-I,50/160/89,10.1002/cmdc.200600199
MKI-472,Compound 40,BrC(C=N1)=C(NC(CO)CCNS2(=O)=O)N=C1NC3=CC2=CC=C3,BrC(C=N1)=CN=C1NC2=CC=CC=C2,c1ccc(cc1)Nc1ncccn1,CDK1/CDK2/VEGFR-2(IC50 (nM)),Type-I,18/23/69,10.1002/cmdc.200600199
MKI-473,Compound 45,BrC(C=N4)=C(N[C@@H](CO)CCNS5(=O)=O)N=C4NC6=CSC5=C6,CC1=C(Br)C=NC(NC2=CSC=C2)=N1,c1cnc(nc1)Nc1cscc1,CDK1/CDK2/VEGFR-2(IC50 (nM)),Type-I,130/28/110,10.1002/cmdc.200600199
MKI-474,Compound 20,BrC(C=N1)=C(NCCCCN2S(C)(=O)=O)N=C1NC3=CC2=CC=C3,BrC(C=N1)=CN=C1NC2=CC=CC=C2,c1ccc(cc1)Nc1ncccn1,VEGFR-2(IC50 (nM)),Type-I,970,10.1002/cmdc.200600199
MKI-475,Comound 14,O=C(N1)NC2=CC(O)=CC=C2OC/C=C/CCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(O)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,34,10.1016/j.bmcl.2007.09.088
MKI-476,Comound 15,O=C(N4)NC5=CC(OCCN(C)C)=CC=C5OC/C=C/CCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCN(C)C)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,15,10.1016/j.bmcl.2007.09.088
MKI-477,48a,O=C(N1)NC2=CC(OC)=CC=C2OC/C=C/CCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OC)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,37,10.1016/j.bmcl.2007.09.088
MKI-478,48b,O=C(N4)NC5=CC(OCC)=CC=C5OC/C=C/CCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCC)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,19,10.1016/j.bmcl.2007.09.088
MKI-479,48c,O=C(N1)NC2=CC(OCCCN3CCOCC3)=CC=C2OC/C=C/CCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCCN3CCOCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,5,10.1016/j.bmcl.2007.09.088
MKI-480,48d,O=C(N5)NC6=CC(OCCCCN7CCOCC7)=CC=C6OC/C=C/CCCOC8=C(C#N)N=CC5=N8,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCCCN3CCOCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,6,10.1016/j.bmcl.2007.09.088
MKI-481,48e,O=C(N1)NC2=CC(OCCCCCN3CCOCC3)=CC=C2OC/C=C/CCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCCCCN3CCOCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,5,10.1016/j.bmcl.2007.09.088
MKI-482,48f,O=C(N1)NC2=CC(NC(C)=O)=CC=C2OC/C=C/CCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(NC(C)=O)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,16,10.1016/j.bmcl.2007.09.088
MKI-483,48g,O=C(N4)NC5=CC(Br)=CC=C5OC/C=C/CCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Br)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,12,10.1016/j.bmcl.2007.09.088
MKI-484,48h,O=C(N1)NC2=CC([H])=CC=C2OC/C=C/CCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC([H])=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,12,10.1016/j.bmcl.2007.09.088
MKI-485,48i,O=C(N4)NC5=CC(Cl)=CC=C5OC/C=C/CCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,10,10.1016/j.bmcl.2007.09.088
MKI-486,48j,O=C(N1)NC2=CC(C)=CC=C2OC/C=C/CCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(C)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,15,10.1016/j.bmcl.2007.09.088
MKI-487,49a,O=C(N1)NC2=CC(OC)=CC=C2OCCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OC)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,25,10.1016/j.bmcl.2007.09.088
MKI-488,49b,O=C(N4)NC5=CC(OCC)=CC=C5OCCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCC)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,35,10.1016/j.bmcl.2007.09.088
MKI-489,49c,O=C(N1)NC2=CC(OCCCN3CCOCC3)=CC=C2OCCCCCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCCN3CCOCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,7,10.1016/j.bmcl.2007.09.088
MKI-490,49d,O=C(N5)NC6=CC(OCCCCN7CCOCC7)=CC=C6OCCCCCCOC8=C(C#N)N=CC5=N8,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCCCN3CCOCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,3,10.1016/j.bmcl.2007.09.088
MKI-491,49e,O=C(N1)NC2=CC(OCCCCCN3CCOCC3)=CC=C2OCCCCCCOC4=C(C#N)N=CC1=N4,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(OCCCCCN3CCOCC3)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,3,10.1016/j.bmcl.2007.09.088
MKI-492,49f,O=C(N1)NC2=CC(NC(C)=O)=CC=C2OCCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(NC(C)=O)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,8,10.1016/j.bmcl.2007.09.088
MKI-493,49g,O=C(N4)NC5=CC(Br)=CC=C5OCCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Br)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,12,10.1016/j.bmcl.2007.09.088
MKI-494,49h,O=C(N1)NC2=CC([H])=CC=C2OCCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC([H])=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,16,10.1016/j.bmcl.2007.09.088
MKI-495,49i,O=C(N4)NC5=CC(Cl)=CC=C5OCCCCCCOC6=C(C#N)N=CC4=N6,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(Cl)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,11,10.1016/j.bmcl.2007.09.088
MKI-496,49j,O=C(N1)NC2=CC(C)=CC=C2OCCCCCCOC3=C(C#N)N=CC1=N3,O=C(NC1=NC=C(C#N)N=C1)NC2=CC(C)=CC=C2,c1ccc(cc1)NCNc1nccnc1,Chk1(IC50 (nM)),Type-I,8,10.1016/j.bmcl.2007.09.088
